,Numero_compentencia,Posicion_general,Posicion_grupo,Tiempo_carrera,Tiempo_Chip,Categorial,Genero
0,1,59,7,00:38:17,00:38:17,Elite,Femenino
1,2,146,8,00:42:10,00:42:08,Elite,Femenino
2,3,8524,10,DNS,DNS,Elite,Femenino
3,4,30,2,00:35:35,00:35:35,Elite,Femenino
4,5,8525,11,DNS,DNS,Elite,Femenino
5,6,28,1,00:35:29,00:35:29,Elite,Femenino
6,7,46,6,00:36:54,00:36:52,Elite,Femenino
7,8,34,3,00:35:51,00:35:50,Elite,Femenino
8,9,43,5,00:36:40,00:36:39,Elite,Femenino
9,10,37,4,00:36:23,00:36:21,Elite,Femenino
10,11,4353,9,01:11:54,01:11:53,Elite,Femenino
11,15,16,12,00:33:25,00:33:24,Elite,Masculino
12,16,10,9,00:32:41,00:32:41,Elite,Masculino
13,17,4,4,00:31:32,00:31:31,Elite,Masculino
14,18,1,1,00:30:35,00:30:35,Elite,Masculino
15,19,0,0,DNS,DNS,Elite,Masculino
16,20,0,0,DNS,DNS,Elite,Masculino
17,21,55,17,00:37:58,00:37:57,Elite,Masculino
18,22,0,0,DNF,DNF,Elite,Masculino
19,23,38,16,00:36:24,00:36:23,Elite,Masculino
20,24,20,14,00:33:54,00:33:53,Elite,Masculino
21,25,0,0,DNS,DNS,Elite,Masculino
22,26,9,8,00:32:36,00:32:35,Elite,Masculino
23,27,8,7,00:32:23,00:32:22,Elite,Masculino
24,28,11,10,00:32:45,00:32:44,Elite,Masculino
25,29,22,15,00:33:57,00:33:56,Elite,Masculino
26,30,7,6,00:32:20,00:32:19,Elite,Masculino
27,31,2,2,00:30:51,00:30:50,Elite,Masculino
28,32,5,5,00:31:58,00:31:57,Elite,Masculino
29,33,3,3,00:31:12,00:31:12,Elite,Masculino
30,34,0,0,DNF,DNF,Elite,Masculino
31,35,0,0,DNS,DNS,Elite,Masculino
32,36,418,19,00:47:09,00:47:09,Elite,Masculino
33,37,15,11,00:33:13,00:33:13,Elite,Masculino
34,38,60,18,00:38:23,00:38:22,Elite,Masculino
35,39,19,13,00:33:49,00:33:48,Elite,Masculino
36,40,0,0,DNS,DNS,Elite,Masculino
37,100,8538,1097,DNS,DNS,Master,Masculino
38,101,3314,1621,01:06:26,00:53:42,Abierta,Masculino
39,102,730,415,00:50:17,00:49:33,Abierta,Masculino
40,103,1486,296,00:56:05,00:54:34,Master,Masculino
41,104,4217,1981,01:11:09,00:58:36,Abierta,Masculino
42,105,191,114,00:43:15,00:42:18,Abierta,Masculino
43,106,3616,506,01:07:57,01:03:35,Plus,Masculino
44,107,2752,386,01:03:18,01:00:24,Plus,Masculino
45,108,8456,949,01:55:16,01:41:10,Plus,Masculino
46,109,3496,128,01:07:22,01:02:41,Master,Femenino
47,110,3860,1844,01:09:07,01:00:53,Abierta,Masculino
48,111,0,0,DNF,DNF,Abierta,Femenino
49,112,8231,1082,01:43:11,01:43:11,Master,Masculino
50,113,0,0,DNS,DNS,Abierta,Masculino
51,114,4881,661,01:14:18,01:05:30,Plus,Masculino
52,115,3806,531,01:08:53,01:02:15,Plus,Masculino
53,116,8328,2410,01:46:16,01:36:52,Abierta,Femenino
54,117,8540,1098,DNS,DNS,Master,Masculino
55,118,8541,1099,DNS,DNS,Master,Masculino
56,119,3689,1778,01:08:19,01:01:38,Abierta,Masculino
57,120,846,99,00:51:24,00:50:18,Plus,Masculino
58,121,5628,868,01:18:20,01:17:28,Master,Masculino
59,122,5954,757,01:20:17,01:14:13,Plus,Masculino
60,123,1488,801,00:56:05,00:53:31,Abierta,Masculino
61,124,1939,1005,00:58:42,00:54:05,Abierta,Masculino
62,125,0,0,DNS,DNS,Plus,Masculino
63,126,0,0,DNS,DNS,Abierta,Femenino
64,127,2281,440,01:00:50,01:00:35,Master,Masculino
65,128,7671,2951,01:33:29,01:24:11,Abierta,Masculino
66,129,4584,771,01:12:56,01:07:07,Abierta,Femenino
67,130,3546,1723,01:07:37,01:00:56,Abierta,Masculino
68,131,4304,2009,01:11:37,00:58:57,Abierta,Masculino
69,132,4834,855,01:14:07,01:01:27,Abierta,Femenino
70,133,4214,1980,01:11:07,01:06:26,Abierta,Masculino
71,134,270,46,00:44:54,00:44:07,Master,Masculino
72,135,8506,951,02:03:56,01:57:00,Plus,Masculino
73,136,4632,198,01:13:10,01:07:00,Master,Femenino
74,137,1621,127,00:56:59,00:55:26,Abierta,Femenino
75,138,8095,925,01:40:00,01:38:32,Plus,Masculino
76,139,2299,337,01:00:55,01:00:31,Plus,Masculino
77,140,0,0,DNS,DNS,Plus,Masculino
78,141,5535,2400,01:17:50,01:17:50,Abierta,Masculino
79,142,4336,600,01:11:48,01:11:48,Plus,Masculino
80,143,5579,2411,01:18:05,01:05:42,Abierta,Masculino
81,144,5897,1261,01:19:57,01:16:19,Abierta,Femenino
82,145,440,253,00:47:26,00:45:57,Abierta,Masculino
83,146,1724,906,00:57:32,00:54:34,Abierta,Masculino
84,147,1240,681,00:54:27,00:52:57,Abierta,Masculino
85,148,5138,969,01:15:34,01:08:12,Abierta,Femenino
86,149,0,0,DNS,DNS,Abierta,Masculino
87,150,5589,1147,01:18:08,01:10:47,Abierta,Femenino
88,151,986,131,00:52:38,00:51:28,Plus,Masculino
89,152,3625,1757,01:08:00,01:04:05,Abierta,Masculino
90,153,8008,919,01:38:17,01:24:41,Plus,Masculino
91,154,2422,462,01:01:36,01:01:21,Master,Masculino
92,155,544,111,00:48:37,00:48:29,Master,Masculino
93,156,7561,2931,01:32:05,01:23:37,Abierta,Masculino
94,157,984,130,00:52:37,00:52:17,Plus,Masculino
95,158,2053,402,00:59:24,00:55:23,Master,Masculino
96,159,2695,1373,01:03:00,00:59:22,Abierta,Masculino
97,160,0,0,DNS,DNS,Abierta,Femenino
98,161,4895,2214,01:14:22,01:05:23,Abierta,Masculino
99,162,4080,1930,01:10:21,01:01:15,Abierta,Masculino
100,163,4914,663,01:14:28,01:14:08,Plus,Masculino
101,164,6104,773,01:21:09,01:12:35,Plus,Masculino
102,165,8547,296,DNS,DNS,Plus,Femenino
103,166,0,0,DNS,DNS,Plus,Masculino
104,167,0,0,DNS,DNS,Plus,Masculino
105,168,813,168,00:51:05,00:49:53,Master,Masculino
106,169,824,462,00:51:14,00:50:40,Abierta,Masculino
107,170,7691,893,01:33:39,01:21:27,Plus,Masculino
108,171,3533,498,01:07:34,01:02:15,Plus,Masculino
109,172,0,0,DNS,DNS,Master,Femenino
110,173,2844,329,01:03:48,00:59:22,Abierta,Femenino
111,174,7626,2069,01:32:56,01:23:41,Abierta,Femenino
112,175,3116,436,01:05:18,01:03:55,Plus,Masculino
113,176,5530,718,01:17:47,01:13:53,Plus,Masculino
114,177,4832,785,01:14:06,01:07:42,Master,Masculino
115,178,8551,297,DNS,DNS,Plus,Femenino
116,179,0,0,DNS,DNS,Abierta,Femenino
117,180,879,107,00:51:42,00:49:37,Plus,Masculino
118,181,4058,564,01:10:10,01:03:58,Plus,Masculino
119,182,5075,939,01:15:16,01:09:04,Abierta,Femenino
120,183,4891,226,01:14:21,01:12:19,Master,Femenino
121,184,7669,2091,01:33:28,01:26:10,Abierta,Femenino
122,185,6260,934,01:21:57,01:07:52,Master,Masculino
123,186,7868,2194,01:36:01,01:24:36,Abierta,Femenino
124,187,5486,858,01:17:33,01:06:08,Master,Masculino
125,188,0,0,DNS,DNS,Abierta,Femenino
126,189,0,0,DNS,DNS,Abierta,Masculino
127,190,5293,835,01:16:29,01:15:14,Master,Masculino
128,191,8555,1100,DNS,DNS,Master,Masculino
129,192,0,0,DNS,DNS,Plus,Masculino
130,193,8079,923,01:39:39,01:30:35,Plus,Masculino
131,194,993,197,00:52:40,00:50:19,Master,Masculino
132,195,5171,249,01:15:46,01:04:32,Master,Femenino
133,196,1063,591,00:53:11,00:51:32,Abierta,Masculino
134,197,0,0,DNS,DNS,Abierta,Femenino
135,198,0,0,DNF,DNF,Plus,Masculino
136,199,7877,2199,01:36:05,01:26:47,Abierta,Femenino
137,200,7874,905,01:36:05,01:26:43,Plus,Masculino
138,201,2495,1272,01:01:59,00:58:04,Abierta,Masculino
139,202,0,0,DNS,DNS,Abierta,Masculino
140,203,0,0,DNS,DNS,Abierta,Masculino
141,204,6067,767,01:20:56,01:20:49,Plus,Masculino
142,205,0,0,DNS,DNS,Abierta,Femenino
143,206,7159,1012,01:28:16,01:19:36,Master,Masculino
144,207,6464,1516,01:23:17,01:12:48,Abierta,Femenino
145,208,614,63,00:49:20,00:46:48,Plus,Masculino
146,209,3405,459,01:06:56,01:04:52,Abierta,Femenino
147,210,3654,138,01:08:10,01:04:43,Master,Femenino
148,211,2301,1177,01:00:56,00:57:37,Abierta,Masculino
149,212,0,0,DNS,DNS,Abierta,Femenino
150,213,2854,1437,01:03:51,01:01:22,Abierta,Masculino
151,214,5644,1169,01:18:26,01:17:17,Abierta,Femenino
152,215,5190,986,01:15:54,01:09:05,Abierta,Femenino
153,216,6002,2553,01:20:33,01:10:37,Abierta,Masculino
154,217,6646,1604,01:24:17,01:21:40,Abierta,Femenino
155,218,5311,2340,01:16:36,01:07:06,Abierta,Masculino
156,219,7938,469,01:36:58,01:24:48,Master,Femenino
157,220,3247,456,01:06:03,00:58:59,Plus,Masculino
158,221,1058,204,00:53:09,00:51:34,Master,Masculino
159,222,6031,764,01:20:42,01:07:57,Plus,Masculino
160,223,7632,2073,01:33:02,01:23:32,Abierta,Femenino
161,224,867,102,00:51:36,00:51:31,Plus,Masculino
162,225,856,100,00:51:30,00:51:09,Plus,Masculino
163,226,0,0,DNS,DNS,Plus,Masculino
164,227,0,0,DNS,DNS,Abierta,Femenino
165,228,379,13,00:46:35,00:46:22,Abierta,Femenino
166,229,5734,2459,01:18:59,01:15:24,Abierta,Masculino
167,230,1944,1009,00:58:44,00:55:36,Abierta,Masculino
168,231,7180,1864,01:28:27,01:25:20,Abierta,Femenino
169,232,3876,579,01:09:12,00:59:36,Abierta,Femenino
170,233,5974,1287,01:20:25,01:20:11,Abierta,Femenino
171,234,8564,1101,DNS,DNS,Master,Masculino
172,235,6901,2776,01:26:10,01:16:39,Abierta,Masculino
173,236,7586,884,01:32:25,01:21:15,Plus,Masculino
174,237,6879,2770,01:26:01,01:14:49,Abierta,Masculino
175,238,7672,2952,01:33:30,01:22:17,Abierta,Masculino
176,239,6741,980,01:24:56,01:20:18,Master,Masculino
177,240,7354,405,01:29:55,01:17:33,Master,Femenino
178,241,2779,526,01:03:29,01:01:11,Master,Masculino
179,242,0,0,DNS,DNS,Plus,Masculino
180,243,5070,938,01:15:15,01:07:18,Abierta,Femenino
181,244,0,0,DNS,DNS,Abierta,Masculino
182,245,5188,984,01:15:53,01:06:08,Abierta,Femenino
183,246,1689,889,00:57:18,00:54:33,Abierta,Masculino
184,247,0,0,DNS,DNS,Plus,Masculino
185,248,0,0,DNS,DNS,Abierta,Femenino
186,249,3901,669,01:09:19,01:04:13,Master,Masculino
187,250,5109,810,01:15:24,01:05:55,Master,Masculino
188,251,175,104,00:42:57,00:42:48,Abierta,Masculino
189,252,2205,328,01:00:22,00:57:57,Plus,Masculino
190,253,6558,963,01:23:49,01:09:27,Master,Masculino
191,254,6650,1608,01:24:18,01:09:55,Abierta,Femenino
192,255,3859,540,01:09:07,00:53:07,Plus,Masculino
193,256,3580,1737,01:07:46,01:02:18,Abierta,Masculino
194,257,2330,1189,01:01:06,00:58:01,Abierta,Masculino
195,258,1771,356,00:57:48,00:55:29,Master,Masculino
196,259,8230,2362,01:43:11,01:33:09,Abierta,Femenino
197,260,4552,762,01:12:47,01:08:39,Abierta,Femenino
198,261,692,397,00:49:56,00:49:09,Abierta,Masculino
199,262,0,0,DNS,DNS,Master,Femenino
200,263,0,0,DNS,DNS,Plus,Masculino
201,264,2618,369,01:02:31,00:58:04,Plus,Masculino
202,265,2104,308,00:59:46,00:55:19,Plus,Masculino
203,266,8571,1102,DNS,DNS,Master,Masculino
204,267,6826,986,01:25:32,01:18:44,Master,Masculino
205,268,4216,75,01:11:08,01:06:40,Plus,Femenino
206,269,0,0,DNS,DNS,Master,Femenino
207,270,1004,560,00:52:45,00:52:18,Abierta,Masculino
208,271,6742,1647,01:24:56,01:14:25,Abierta,Femenino
209,272,6745,2737,01:24:57,01:16:01,Abierta,Masculino
210,273,0,0,DNS,DNS,Plus,Masculino
211,274,1360,269,00:55:21,00:53:02,Master,Masculino
212,275,1390,758,00:55:31,00:54:06,Abierta,Masculino
213,276,6371,1467,01:22:39,01:11:24,Abierta,Femenino
214,277,0,0,DNS,DNS,Abierta,Masculino
215,278,432,248,00:47:17,00:45:42,Abierta,Masculino
216,279,1019,569,00:52:52,00:50:26,Abierta,Masculino
217,280,280,167,00:45:05,00:44:59,Abierta,Masculino
218,281,540,109,00:48:32,00:48:21,Master,Masculino
219,282,644,370,00:49:35,00:48:43,Abierta,Masculino
220,283,663,380,00:49:45,00:49:25,Abierta,Masculino
221,284,0,0,DNS,DNS,Abierta,Masculino
222,285,1742,914,00:57:38,00:57:28,Abierta,Masculino
223,286,809,166,00:51:03,00:50:08,Master,Masculino
224,287,8576,1103,DNS,DNS,Master,Masculino
225,288,0,0,DNS,DNS,Master,Femenino
226,289,0,0,DNS,DNS,Abierta,Masculino
227,290,1494,299,00:56:06,00:50:53,Master,Masculino
228,291,0,0,DNS,DNS,Plus,Masculino
229,292,281,48,00:45:06,00:44:59,Master,Masculino
230,293,1388,195,00:55:30,00:54:29,Plus,Masculino
231,294,6591,811,01:24:00,01:10:27,Plus,Masculino
232,295,4708,209,01:13:33,01:12:57,Master,Femenino
233,296,293,32,00:45:15,00:45:01,Plus,Masculino
234,297,4711,645,01:13:33,01:12:56,Plus,Masculino
235,298,653,372,00:49:39,00:49:03,Abierta,Masculino
236,299,1866,267,00:58:17,00:58:00,Plus,Masculino
237,300,3925,1873,01:09:26,00:58:56,Abierta,Masculino
238,301,0,0,DNS,DNS,Abierta,Masculino
239,302,209,29,00:43:41,00:43:36,Master,Masculino
240,303,696,398,00:49:59,00:49:55,Abierta,Masculino
241,304,0,0,DNS,DNS,Abierta,Femenino
